STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
UTAH,MICHAEL S. KENNEDY,STATE SENATE,14,9767.4
UTAH,STEVEN J. LUND,STATE HOUSE,58,24517.04
UTAH,BRADY BRAMMER,STATE HOUSE,27,63167.829999999994
UTAH,ASHLEE MATTHEWS,STATE HOUSE,38,82116.45000000001
UTAH,RONALD WINTERTON,STATE SENATE,26,124090.35
UTAH,ROSEMARY LESSER,STATE HOUSE,10,0.0
UTAH,ROBERT SPENDLOVE,STATE HOUSE,49,239945.64
UTAH,DON L. IPSON,STATE SENATE,29,219267.87999999998
UTAH,LUZ ROBLES ESCAMILLA,STATE SENATE,1,0.0
UTAH,SCOTT H. CHEW,STATE HOUSE,55,43853.48999999999
UTAH,DOUGLAS V. SAGERS,STATE HOUSE,21,50724.08
UTAH,RYAN WILCOX,STATE HOUSE,7,61530.33
