STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
GEORGIA,JOSH BONNER,STATE HOUSE,72,31098.77
GEORGIA,CARL WAYNE GILLIARD,STATE HOUSE,162,3794216.6599999997
GEORGIA,SHARON HENDERSON,STATE HOUSE,113,845.0
GEORGIA,JON G. BURNS,STATE HOUSE,159,226646.53999999998
GEORGIA,CLAY PIRKLE,STATE HOUSE,155,20386.079999999998
GEORGIA,MATT DUBNIK,STATE HOUSE,29,76385.4
GEORGIA,HOUSTON GAINES,STATE HOUSE,117,328506.35000000003
GEORGIA,PATTY JAMES BENTLEY,STATE HOUSE,139,14187.0
GEORGIA,JEFF E. MULLIS,STATE SENATE,53,591303.64
GEORGIA,DONNA MCLEOD,STATE HOUSE,105,49053.219999999994
GEORGIA,DALE WASHBURN,STATE HOUSE,141,68781.83
GEORGIA,RICKY A. WILLIAMS,STATE HOUSE,145,3794216.6599999997
GEORGIA,KIM JACKSON,STATE SENATE,41,111575.6
GEORGIA,JODI LOTT,STATE HOUSE,122,57790.880000000005
GEORGIA,JESSE L. PETREA,STATE HOUSE,166,135849.15000000002
GEORGIA,CALVIN SMYRE,STATE HOUSE,135,88313.74
GEORGIA,DARLENE K. TAYLOR,STATE HOUSE,173,117358.61000000002
GEORGIA,MANDISHA A. THOMAS,STATE HOUSE,65,16681.8
GEORGIA,JOE CAMPBELL,STATE HOUSE,171,58907.770000000004
GEORGIA,JAMES THEODORE BEVERLY,STATE HOUSE,143,22500.0
GEORGIA,SALLY ROETTGER HARRELL,STATE SENATE,40,88620.0
GEORGIA,SHEILA MCNEILL,STATE SENATE,3,84534.36
GEORGIA,WESLEY E. CANTRELL,STATE HOUSE,22,25729.03
GEORGIA,ANGELA MOORE,STATE HOUSE,90,8223.0
GEORGIA,CHARLICE BYRD,STATE HOUSE,20,44919.840000000004
GEORGIA,JENNIFER JORDAN,STATE SENATE,6,0.0
GEORGIA,ED HARBISON,STATE SENATE,15,54137.07
GEORGIA,EL-MAHDI HOLLY,STATE HOUSE,111,7672.929999999999
GEORGIA,TERRY LAMAR ENGLAND,STATE HOUSE,116,195133.29
GEORGIA,RANDY NIX,STATE HOUSE,69,3794216.6599999997
GEORGIA,JASON T. RIDLEY,STATE HOUSE,6,3794216.6599999997
GEORGIA,RHONDA S. TAYLOR,STATE HOUSE,91,9656.029999999999
GEORGIA,TODD JONES,STATE HOUSE,25,35412.04
GEORGIA,FRANK GINN,STATE SENATE,47,98919.47
GEORGIA,MICHAEL S. WILENSKY,STATE HOUSE,79,89705.17
GEORGIA,EMANUEL DAVIE JONES,STATE SENATE,10,41992.159999999996
GEORGIA,ALAN T. POWELL,STATE HOUSE,32,194289.75
GEORGIA,DAVID RALSTON,STATE HOUSE,7,692306.98
GEORGIA,NANCY GROGAN ORROCK,STATE SENATE,36,42627.48
GEORGIA,JOHN ALBERS,STATE SENATE,56,465630.97
GEORGIA,M. T. GRAVLEY,STATE HOUSE,67,102097.63
GEORGIA,TYLER HARPER,STATE SENATE,7,124826.1
GEORGIA,SHERI SMALLWOOD GILLIGAN,STATE HOUSE,24,13874.73
GEORGIA,SHAW BLACKMON,STATE HOUSE,146,59113.9
GEORGIA,DAR'SHUN N. KENDRICK,STATE HOUSE,93,35502.130000000005
GEORGIA,FREDDIE POWELL SIMS,STATE SENATE,12,23127.559999999998
GEORGIA,VICTOR ANDERSON,STATE HOUSE,10,44881.801
GEORGIA,JOHN CARSON,STATE HOUSE,46,135261.21
GEORGIA,EDWARD STEPHENS,STATE HOUSE,165,3794216.6599999997
GEORGIA,BEN WATSON,STATE SENATE,1,112323.08
GEORGIA,SAMUEL PARK,STATE HOUSE,101,57252.6
GEORGIA,MARCUS A. WIEDOWER,STATE HOUSE,119,254478.83
GEORGIA,JASON ANAVITARTE,STATE SENATE,31,183180.81
GEORGIA,KIMBERLY A. ALEXANDER,STATE HOUSE,66,17310.41
GEORGIA,BRANDON BEACH,STATE SENATE,21,157229.22
GEORGIA,ROGER BRUCE,STATE HOUSE,61,6593.95
GEORGIA,CHARLES E. MARTIN,STATE HOUSE,49,90351.72
GEORGIA,GAIL DAVENPORT,STATE SENATE,44,30546.36
GEORGIA,MAX BURNS,STATE SENATE,23,161275.83000000002
GEORGIA,SCOTT HOLCOMB,STATE HOUSE,81,68511.40000000001
GEORGIA,TYLER PAUL SMITH,STATE HOUSE,18,65426.840000000004
GEORGIA,LYNN R. SMITH,STATE HOUSE,70,62383.92
GEORGIA,CLINT CROWE,STATE HOUSE,110,78644.52
GEORGIA,KATIE M. DEMPSEY,STATE HOUSE,13,86642.64
GEORGIA,SHEILA JONES,STATE HOUSE,53,4836.0599999999995
GEORGIA,ROBERT PRUITT,STATE HOUSE,149,38276.42
