STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
MICHIGAN,SYLVIA SANTANA,STATE SENATE,3,126567.13999999998
MICHIGAN,CURTIS HERTEL,STATE SENATE,23,214143.33999999997
MICHIGAN,MIKE SHIRKEY,STATE SENATE,16,284113.88999999996
MICHIGAN,SEAN MCCANN,STATE SENATE,20,0.0
MICHIGAN,MATT MADDOCK,STATE HOUSE,44,47064.119999999995
MICHIGAN,GARY R. EISEN,STATE HOUSE,81,26913.99
MICHIGAN,MICHAEL MACDONALD,STATE SENATE,10,1387702.52
MICHIGAN,PAMELA HORNBERGER,STATE HOUSE,32,84195.37
MICHIGAN,SARA CAMBENSY,STATE HOUSE,109,82623.08
MICHIGAN,ERIKA GEISS,STATE SENATE,6,15654.29
MICHIGAN,FELICIA BRABEC,STATE HOUSE,55,125181.51
MICHIGAN,STEPHANIE A. YOUNG,STATE HOUSE,8,52310.27
MICHIGAN,MATT HALL,STATE HOUSE,63,58071.02
