STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
WASHINGTON,ROGER E. GOODMAN,STATE HOUSE,45 POSITION 1,123001.04000000001
WASHINGTON,JAMIE D. PEDERSEN,STATE SENATE,43,195653.7
WASHINGTON,LILLIAN ORTIZ-SELF,STATE HOUSE,21 POSITION 2,75641.99
WASHINGTON,APRIL BERG,STATE HOUSE,44 POSITION 2,368206.57
WASHINGTON,PERRY L. DOZIER,STATE SENATE,16,165621.22
WASHINGTON,MIKE CHAPMAN,STATE HOUSE,24 POSITION 1,175491.56
WASHINGTON,JACQUELIN MAYCUMBER,STATE HOUSE,7 POSITION 1,147544.19
WASHINGTON,BRANDON VICK,STATE HOUSE,18 POSITION 1,110986.12000000004
WASHINGTON,DAVE PAUL,STATE HOUSE,10 POSITION 2,430971.44000000006
WASHINGTON,JAY ROBERT INSLEE,GOVERNOR,,6575014.41
WASHINGTON,TANA SENN,STATE HOUSE,41 POSITION 1,77585.84000000001
WASHINGTON,JIM WALSH,STATE HOUSE,19 POSITION 1,179566.30000000005
WASHINGTON,ALEX YBARRA,STATE HOUSE,13 POSITION 2,181300.25000000003
WASHINGTON,MIA SU-LING GREGERSON,STATE HOUSE,33 POSITION 2,57679.18000000001
WASHINGTON,NICOLE MACRI,STATE HOUSE,43 POSITION 1,128462.84999999999
WASHINGTON,SHARON RAYE BROWN,STATE SENATE,8,192979.31999999995
WASHINGTON,MARCUS RICCELLI,STATE HOUSE,3 POSITION 1,154375.6
WASHINGTON,PAT SULLIVAN,STATE HOUSE,47 POSITION 2,207939.84999999998
WASHINGTON,EMILY WICKS,STATE HOUSE,38 POSITION 1,89285.67
WASHINGTON,CINDY S. RYU,STATE HOUSE,32 POSITION 1,76116.45
WASHINGTON,JEREMIE DUFAULT,STATE HOUSE,15 POSITION 2,289071.8
WASHINGTON,CURTIS KING,STATE SENATE,14,179701.88
WASHINGTON,LISA Z. WELLMAN,STATE SENATE,41,150542.13999999998
WASHINGTON,MELANIE MORGAN,STATE HOUSE,29 POSITION 1,79661.92
WASHINGTON,TIMM ORMSBY,STATE HOUSE,3 POSITION 2,66656.78
WASHINGTON,MATT BOEHNKE,STATE HOUSE,8 POSITION 2,96555.04
WASHINGTON,BOB ALAN HASEGAWA,STATE SENATE,11,30432.86
WASHINGTON,VIRGINIA GRAHAM,STATE HOUSE,6 POSITION 2,76909.46
WASHINGTON,SAMUEL W. HUNT,STATE SENATE,22,89285.33000000002
WASHINGTON,JEFF WILSON,STATE SENATE,19,86014.54
WASHINGTON,PATTY KUDERER,STATE SENATE,48,513002.73000000004
WASHINGTON,KELLY CHAMBERS,STATE HOUSE,25 POSITION 1,185034.28000000003
WASHINGTON,JOE C. FITZGIBBON,STATE HOUSE,34 POSITION 2,161257.47999999998
WASHINGTON,SHARON SHEWMAKE,STATE HOUSE,42 POSITION 2,379271.61
WASHINGTON,MIKE SELLS,STATE HOUSE,38 POSITION 2,60883.13
WASHINGTON,KIRSTEN HARRIS-TALLEY,STATE HOUSE,37 POSITION 2,267155.92000000004
WASHINGTON,JOE NGUYEN,STATE SENATE,34,104414.41
WASHINGTON,KEITH GOEHNER,STATE HOUSE,12 POSITION 1,92694.5
WASHINGTON,JESSE SALOMON,STATE SENATE,32,177526.91
WASHINGTON,AMY WALEN,STATE HOUSE,48 POSITION 2,137259.72
WASHINGTON,SHELLEY KLOBA,STATE HOUSE,1 POSITION 2,82452.85
WASHINGTON,MARI LEAVITT,STATE HOUSE,28 POSITION 1,268371.79000000004
WASHINGTON,CHRISTINE ROLFES,STATE SENATE,23,271959.95
WASHINGTON,JOHN R. LOVICK,STATE HOUSE,44 POSITION 1,162222.01
WASHINGTON,JUDITH WARNICK,STATE SENATE,13,178700.43000000002
WASHINGTON,BRUCE CHANDLER,STATE HOUSE,15 POSITION 1,62188.26000000001
WASHINGTON,GREG GILDAY,STATE HOUSE,10 POSITION 1,352340.89
WASHINGTON,CYNDY JACOBSEN,STATE HOUSE,25 POSITION 2,208779.87999999998
WASHINGTON,DEBRA ENTENMAN,STATE HOUSE,47 POSITION 1,88119.97
WASHINGTON,STEVE KIRBY,STATE HOUSE,29 POSITION 2,189712.12000000002
WASHINGTON,REBECCA SALDAÑA,STATE SENATE,37,254041.46000000002
WASHINGTON,REUVEN M. CARLYLE,STATE SENATE,36,95172.90000000001
WASHINGTON,DOUG ERICKSEN,STATE SENATE,42,291007.77
